State,City,Population,"Violent crime","Murder and nonnegligent manslaughter",Rape,Robbery,"Aggravated assault","Property crime",Burglary,"Larceny-theft","Motor vehicle theft",Arson
Indiana,Jasper,"15,629",48,0,4,0,44,189,26,149,14,1
Indiana,Jeffersonville,"47,723",114,1,19,22,72,"1,341",138,994,209,7
Indiana,Kokomo,"57,845",392,5,25,48,314,"1,493",312,"1,081",100,1
Indiana,Lafayette,"72,585",352,5,38,55,254,"2,388",387,"1,844",157,7
Indiana,La Porte,"21,557",116,1,8,10,97,464,79,343,42,0
Indiana,Lawrence,"49,432",178,4,16,78,80,"1,087",157,743,187,3
Indiana,Ligonier,"4,371",1,0,0,0,1,25,2,13,10,
Indiana,Loogootee,"2,717",7,0,0,0,7,9,0,8,1,0
Indiana,Marion,"27,829",103,4,5,30,64,870,102,709,59,0
Indiana,Merrillville,"34,724",50,3,15,19,13,580,67,443,70,0
Indiana,Munster,"22,412",22,0,3,13,6,329,31,278,20,1
Indiana,New Haven,"15,821",47,2,6,15,24,326,42,244,40,3
Indiana,New Whiteland,"6,242",3,0,0,1,2,44,7,35,2,1
Indiana,Noblesville,"64,567",32,0,16,7,9,618,29,552,37,0
Indiana,Plainfield,"35,317",50,0,2,7,41,634,59,516,59,
Indiana,Plymouth,"9,872",13,0,6,2,5,222,10,200,12,0
Indiana,Portage,"36,800",73,1,10,5,57,583,55,493,35,
Indiana,Porter,"4,821",8,0,1,0,7,23,3,19,1,0
Indiana,Portland,"6,069",12,0,3,0,9,65,0,65,0,0
Indiana,Rensselaer,"5,820",12,0,1,3,8,203,30,173,0,0
Indiana,Sellersburg,"8,949",5,0,2,2,1,76,13,49,14,0
Indiana,Seymour,"19,941",41,2,9,3,27,868,83,724,61,1
Indiana,Shelbyville,"19,362",146,0,3,6,137,407,48,325,34,0
Indiana,South Bend,"101,944","1,357",14,56,267,"1,020","4,296",867,"2,868",561,75
Indiana,Speedway,"12,202",38,1,1,22,14,486,43,395,48,0
Indiana,St. John,"18,478",4,0,1,3,0,124,11,105,8,0
Indiana,Tipton,"5,074",9,0,1,1,7,34,6,27,1,0
Indiana,Westfield,"43,212",16,0,6,6,4,338,13,313,12,1
Indiana,West Lafayette,"49,154",32,0,5,3,24,357,42,304,11,0
Indiana,Westville,"5,619",12,0,1,0,11,38,5,32,1,0
Indiana,Whitestown,"9,810",22,0,2,1,19,114,2,98,14,0
Indiana,Zionsville,"27,630",4,0,0,0,4,78,4,67,7,0
Iowa,Adel,"5,136",11,0,3,0,8,110,23,73,14,0
Iowa,Albia,"3,725",14,0,3,0,11,64,22,36,6,1
Iowa,Algona,"5,413",21,0,0,0,21,30,6,19,5,0
Iowa,Ames,"68,237",135,1,44,21,69,"1,171",138,975,58,2
Iowa,Atlantic,"6,514",22,0,2,0,20,182,31,144,7,2
Iowa,Audubon,"1,883",6,0,4,0,2,31,4,26,1,0
Iowa,Bettendorf,"36,972",46,1,8,7,30,474,62,375,37,0
Iowa,Bloomfield,"2,700",4,0,0,0,4,21,4,14,3,0
Iowa,Boone,"12,448",36,0,2,0,34,141,23,107,11,2
Iowa,Carlisle,"4,334",7,0,2,0,5,42,9,32,1,0
Iowa,Carroll,"9,775",9,0,2,1,6,175,27,142,6,2
Iowa,Cedar Rapids,"134,007",345,2,27,83,233,"4,470",837,"3,268",365,13
Iowa,Centerville,"5,459",13,0,2,1,10,129,35,88,6,0
Iowa,Charles City,"7,334",8,1,2,1,4,71,15,55,1,0
Iowa,Clarinda,"5,352",24,0,5,1,18,83,12,59,12,0
Iowa,Clarion,"2,729",2,0,0,0,2,32,10,15,7,0
Iowa,Clear Lake,"7,555",31,0,0,0,31,132,29,100,3,0
Iowa,Clinton,"24,982",77,0,11,12,54,911,182,685,44,3
Iowa,Clive,"17,305",7,0,1,2,4,121,10,93,18,0
Iowa,Coralville,"22,035",69,3,10,15,41,689,49,613,27,3
Iowa,Council Bluffs,"62,427",493,6,39,57,391,"3,649",529,"2,629",491,22
Iowa,Creston,"7,784",26,0,2,0,24,164,40,117,7,1
Iowa,Davenport,"102,392",609,2,84,124,399,"3,918",745,"2,830",343,17
Iowa,Decorah,"7,529",9,0,4,0,5,74,2,70,2,1
Iowa,Denison,"8,415",19,0,5,0,14,58,10,35,13,0
Iowa,Des Moines,"218,384","1,555",14,117,283,"1,141","8,933","2,284","5,336","1,313",53
Iowa,DeWitt,"5,153",8,0,3,0,5,104,24,65,15,1
Iowa,Dubuque,"57,973",110,0,34,9,67,949,138,747,64,12
Iowa,Dyersville,"4,245",5,0,0,0,5,29,12,16,1,0
Iowa,Eldridge,"6,972",2,0,0,1,1,42,10,27,5,0
Iowa,Emmetsburg,"3,691",8,0,0,0,8,32,16,15,1,0
Iowa,Estherville,"5,609",9,0,0,0,9,31,9,18,4,0
Iowa,Evansdale,"4,758",18,0,1,0,17,101,29,59,13,0
Iowa,Forest City,"4,036",7,0,3,0,4,9,3,5,1,0
Iowa,Fort Dodge,"23,973",101,2,15,12,72,724,117,566,41,6
Iowa,Fort Madison,"10,392",69,0,8,0,61,205,38,152,15,2
Iowa,Glenwood,"5,321",26,0,4,0,22,65,15,43,7,0
Iowa,Grinnell,"9,333",39,0,24,0,15,167,16,149,2,0
Iowa,Hampton,"4,207",4,0,0,0,4,16,2,14,0,0
Iowa,Harlan,"4,796",7,0,2,0,5,9,2,6,1,2
Iowa,Hawarden,"2,479",8,0,3,0,5,6,3,3,0,1
Iowa,Hiawatha,"7,441",28,0,1,0,27,113,24,81,8,3
Iowa,Humboldt,"4,578",0,0,0,0,0,48,3,41,4,0
Iowa,Independence,"6,086",22,0,0,2,20,80,20,53,7,1
Iowa,Indianola,"16,235",115,0,28,2,85,316,57,238,21,6
Iowa,Iowa City,"77,390",167,1,40,25,101,"1,252",314,867,71,2
Iowa,Iowa Falls,"5,006",11,0,3,0,8,83,4,73,6,0
Iowa,Jefferson,"4,123",3,0,0,0,3,42,4,38,0,0
Iowa,Johnston,"22,708",29,0,6,1,22,272,55,194,23,4
Iowa,Lake City,"1,649",8,0,0,0,8,16,1,15,0,0
Iowa,Lansing,941,1,0,0,0,1,22,4,17,1,0
Iowa,Le Mars,"10,018",24,0,5,0,19,166,30,122,14,1
Iowa,Manchester,"4,958",10,0,2,0,8,86,17,63,6,1
Iowa,Maquoketa,"5,972",15,0,2,0,13,138,27,98,13,1
Iowa,Marion,"40,612",68,0,9,4,55,519,119,350,50,1
Iowa,Marshalltown,"27,002",105,0,19,4,82,674,176,445,53,12
Iowa,Mason City,"26,976",176,0,20,1,155,789,116,617,56,3
Iowa,Missouri Valley,"2,609",13,0,2,0,11,45,10,33,2,0
Iowa,Monticello,"3,898",6,0,3,1,2,51,11,37,3,0
Iowa,Mount Pleasant,"8,749",12,0,0,0,12,155,38,110,7,0
Iowa,Mount Vernon,"4,449",2,0,2,0,0,29,8,19,2,1
Iowa,Muscatine,"23,823",47,0,6,2,39,320,71,221,28,4
Iowa,Nevada,"6,744",28,0,3,1,24,85,25,52,8,0
Iowa,North Liberty,"20,086",70,0,20,0,50,121,21,97,3,0
Iowa,Norwalk,"11,871",4,0,1,0,3,89,12,72,5,1
Iowa,Oelwein,"5,886",18,0,0,0,18,91,24,62,5,0
Iowa,Onawa,"2,762",11,0,4,0,7,33,6,20,7,1
Iowa,Osage,"3,538",4,0,1,0,3,7,4,3,0,0
Iowa,Osceola,"5,224",24,0,5,0,19,125,30,84,11,0
Iowa,Oskaloosa,"11,415",54,0,7,4,43,204,54,131,19,0
Iowa,Ottumwa,"24,488",134,2,18,5,109,"1,009",182,748,79,11
Iowa,Pella,"10,334",10,0,8,0,2,128,7,110,11,0
Iowa,Perry,"7,421",20,0,3,1,16,91,17,70,4,0
Iowa,Polk City,"5,013",1,0,0,0,1,25,2,20,3,0
Iowa,Postville,"2,065",4,0,1,1,2,43,5,37,1,0
Iowa,Prairie City,"1,736",1,0,0,0,1,3,2,1,0,0
Iowa,Red Oak,"5,287",33,0,7,0,26,123,39,75,9,0
Iowa,Sac City,"2,056",2,0,1,0,1,35,5,28,2,0
Iowa,Sergeant Bluff,"4,993",9,0,0,0,9,43,9,30,4,0
Iowa,Shenandoah,"4,859",7,1,0,0,6,41,12,26,3,0
Iowa,Sioux Center,"7,688",3,0,2,0,1,21,1,19,1,0
Iowa,Sioux City,"82,339",366,2,50,57,257,"3,203",645,"2,310",248,15
Iowa,Spencer,"11,008",7,0,6,1,0,183,42,135,6,0
Iowa,Spirit Lake,"5,097",30,0,4,0,26,72,13,53,6,0
Iowa,Storm Lake,"10,430",41,0,7,0,34,169,27,131,11,6
Iowa,Story City,"3,362",7,0,2,0,5,41,3,33,5,0
Iowa,Tama,"2,730",21,0,2,0,19,22,8,11,3,0
Iowa,Urbandale,"44,541",28,0,7,3,18,455,54,365,36,1
Iowa,Vinton,"5,074",10,0,1,0,9,32,8,21,3,0
Iowa,Washington,"7,315",48,0,8,0,40,132,22,102,8,0
Iowa,Waterloo,"67,723",306,1,12,38,255,"1,682",515,"1,038",129,14
Iowa,Waukee,"24,255",15,0,8,1,6,184,28,143,13,1
Iowa,Waukon,"3,654",10,0,0,0,10,77,15,60,2,0
Iowa,Waverly,"10,187",44,0,5,0,39,,,83,6,0
Iowa,Webster City,"7,684",32,0,5,1,26,84,20,48,16,1
Iowa,West Burlington,"2,882",16,0,0,2,14,,,189,5,1
Iowa,Williamsburg,"3,159",4,0,0,0,4,25,8,17,0,0
Iowa,Windsor Heights,"4,896",13,0,5,2,6,265,13,240,12,0
Kansas,Abilene,"6,235",10,0,2,1,7,85,14,62,9,0
Kansas,Alma,773,0,0,0,0,0,0,0,0,0,0
Kansas,Alta Vista,419,0,0,0,0,0,0,0,0,0,0
Kansas,Anthony,"2,081",8,0,3,0,5,24,11,12,1,1
Kansas,Arkansas City,"11,718",65,0,11,5,49,434,81,326,27,1
Kansas,Arma,"1,427",5,0,0,0,5,17,4,12,1,0
Kansas,Atchison,"10,509",41,0,6,0,35,280,32,236,12,0
Kansas,Attica,556,4,0,0,0,4,10,2,8,0,0
Kansas,Atwood,"1,204",6,0,1,1,4,21,5,13,3,1
Kansas,Augusta,"9,334",29,1,3,2,23,329,32,272,25,0
Kansas,Basehor,"6,418",1,0,0,0,1,55,10,41,4,1
Kansas,Baxter Springs,"3,907",6,0,2,0,4,90,20,59,11,0
Kansas,Bel Aire,"8,252",11,0,1,1,9,126,13,97,16,0
Kansas,Belleville,"1,877",1,0,0,0,1,25,7,16,2,1
Kansas,Beloit,"3,715",8,0,2,0,6,50,17,27,6,0
Kansas,Bonner Springs,"7,850",20,0,2,0,18,150,15,114,21,1
Kansas,Bronson,308,0,0,0,0,0,0,0,0,0,0
Kansas,Burlington,"2,545",9,0,1,0,8,33,13,19,1,0
Kansas,Carbondale,"1,371",0,0,0,0,0,29,8,19,2,0
Kansas,Cheney,"2,181",2,0,0,0,2,31,6,23,2,0
Kansas,Cherryvale,"2,127",5,0,2,1,2,37,12,18,7,1
Kansas,Claflin,608,0,0,0,0,0,4,0,4,0,0
Kansas,Clay Center,"3,946",23,0,1,0,22,89,15,66,8,0
Kansas,Clearwater,"2,550",4,0,0,0,4,34,5,28,1,0
Kansas,Coffeyville,"9,260",60,1,10,5,44,325,69,234,22,4
Kansas,Colby,"5,305",14,0,1,0,13,75,8,61,6,1
Kansas,Colony,410,1,0,0,0,1,2,2,0,0,0
Kansas,Columbus,"3,042",4,0,0,1,3,49,12,32,5,2
Kansas,Concordia,"4,904",40,0,4,0,36,92,13,73,6,2
Kansas,Derby,"25,012",25,0,12,1,12,,32,,32,2
Kansas,Dodge City,"27,314",129,0,13,9,107,613,85,474,54,4
Kansas,Edwardsville,"4,505",22,0,4,1,17,112,16,86,10,1
Kansas,El Dorado,"12,899",17,0,3,5,9,361,102,225,34,2
Kansas,Elkhart,"1,775",4,0,1,0,3,16,4,12,0,0
Kansas,Ellinwood,"1,950",2,0,1,0,1,20,3,14,3,0
Kansas,Ellsworth,"2,983",8,0,1,0,7,16,1,13,2,0
Kansas,Emporia,"24,747",36,0,12,1,23,517,63,436,18,1
Kansas,Eudora,"6,414",13,0,5,0,8,61,9,50,2,0
Kansas,Fort Scott,"7,729",39,0,2,2,35,78,3,68,7,0
Kansas,Frontenac,"3,406",7,0,2,0,5,63,10,47,6,0
Kansas,Galena,"2,848",6,0,0,0,6,65,16,38,11,0
Kansas,Garden City,"26,509",130,1,33,11,85,,,451,42,4
Kansas,Garden Plain,907,0,0,0,0,0,8,3,5,0,0
Kansas,Gardner,"22,229",32,0,5,3,24,175,7,149,19,2
Kansas,Garnett,"3,244",7,1,0,0,6,67,21,40,6,0
Kansas,Goddard,"4,764",4,0,0,0,4,33,3,28,2,0
Kansas,Goessel,496,0,0,0,0,0,3,0,3,0,0
Kansas,Goodland,"4,374",15,0,2,0,13,80,10,67,3,0
Kansas,Grandview Plaza,"1,563",18,0,1,0,17,21,6,15,0,1
Kansas,Halstead,"2,018",1,0,0,0,1,11,1,7,3,0
Kansas,Haven,"1,189",1,0,1,0,0,18,2,15,1,1
Kansas,Havensville,157,0,0,0,0,0,0,0,0,0,0
Kansas,Hays,"20,894",56,1,8,6,41,358,30,313,15,2
Kansas,Herington,"2,277",7,0,0,0,7,58,12,43,3,0
Kansas,Hesston,"3,736",6,0,0,0,6,30,9,20,1,0
Kansas,Hiawatha,"3,119",8,0,7,0,1,120,22,95,3,0
Kansas,Highland,999,4,0,3,0,1,4,1,3,0,0
Kansas,Hillsboro,"2,814",2,0,0,0,2,35,8,21,6,0
Kansas,Hoisington,"2,486",6,0,3,0,3,35,9,26,0,1
Kansas,Holton,"3,239",5,0,0,0,5,48,8,37,3,0
Kansas,Holyrood,419,0,0,0,0,0,0,0,0,0,0
Kansas,Horton,"1,679",3,0,1,0,2,22,5,16,1,0
Kansas,Hutchinson,"40,431",153,1,25,20,107,"1,290",259,970,61,11
Kansas,Independence,"8,497",84,1,6,6,71,399,93,293,13,3
Kansas,Inman,"1,327",5,0,0,0,5,10,4,6,0,0
Kansas,Iola,"5,265",23,0,4,1,18,170,39,119,12,0
Kansas,Junction City,"21,921",219,2,24,16,177,554,106,425,23,7
Kansas,Kanopolis,457,0,0,0,0,0,1,1,0,0,0
Kansas,Kingman,"2,874",10,0,0,0,10,42,10,27,5,0
Kansas,La Harpe,523,0,0,0,0,0,0,0,0,0,0
Kansas,Lake Quivira,942,0,0,0,0,0,4,0,4,0,0
Kansas,Lansing,"12,051",32,0,3,1,28,61,11,45,5,3
Kansas,Larned,"3,739",15,0,3,0,12,29,7,22,0,0
Kansas,Leawood,"35,052",19,1,4,0,14,401,57,316,28,0
Kansas,Lebo,889,0,0,0,0,0,4,0,4,0,0
Kansas,Lenexa,"56,240",87,0,17,4,66,761,69,606,86,0
Kansas,Le Roy,538,0,0,0,0,0,0,0,0,0,0
Kansas,Lindsborg,"3,269",1,0,1,0,0,43,5,36,2,0
Kansas,Little River,518,0,0,0,0,0,0,0,0,0,0
Kansas,Louisburg,"4,532",6,0,1,1,4,42,4,34,4,0
Kansas,Lyndon,"1,016",5,0,0,0,5,18,4,13,1,0
Kansas,Macksville,530,0,0,0,0,0,1,0,1,0,0
Kansas,Maize,"4,836",8,0,1,0,7,57,11,41,5,1
Kansas,Marion,"1,770",1,0,0,0,1,20,3,17,0,0
Kansas,Mayetta,349,0,0,0,0,0,1,0,1,0,0
Kansas,McLouth,839,1,0,0,0,1,3,1,1,1,0
Kansas,McPherson,"13,070",24,0,6,0,18,234,30,198,6,1
Kansas,Meade,"1,546",6,0,1,1,4,12,4,8,0,0
Kansas,Merriam,"11,197",43,0,6,7,30,484,27,388,69,0
Kansas,Minneapolis,"1,920",3,0,0,0,3,25,5,18,2,0
Kansas,Mission Hills,"3,588",1,0,0,0,1,44,14,21,9,0
Kansas,Montezuma,961,0,0,0,0,0,0,0,0,0,0
Kansas,Mound City,685,0,0,0,0,0,0,0,0,0,0
Kansas,Mulberry,522,0,0,0,0,0,14,4,10,0,0
Kansas,Mulvane,"6,451",15,0,2,1,12,122,14,103,5,0
Kansas,Neodesha,"2,289",7,0,1,0,6,20,5,14,1,0
Kansas,Newton,"18,697",91,1,21,9,60,415,77,316,22,7
Kansas,North Newton,"1,752",0,0,0,0,0,7,2,5,0,0
Kansas,Norton,"2,754",6,0,1,1,4,42,11,28,3,1
Kansas,Olathe,"141,371",290,4,76,35,175,"1,604",123,"1,290",191,8
Kansas,Osage City,"2,807",19,0,0,0,19,28,9,15,4,0
Kansas,Osawatomie,"4,245",13,0,2,1,10,32,8,22,2,1
Kansas,Oswego,"1,682",1,0,0,0,1,11,2,6,3,0
Kansas,Ottawa,"12,221",28,0,9,1,18,,28,,14,2
Kansas,Ozawkie,618,0,0,0,0,0,0,0,0,0,0
Kansas,Paola,"5,676",13,0,3,1,9,76,3,65,8,0
Kansas,Park City,"7,779",18,0,4,2,12,147,33,105,9,1
Kansas,Peabody,"1,098",3,0,2,0,1,27,12,14,1,0
Kansas,Perry,902,0,0,0,0,0,1,0,1,0,0
Kansas,Pittsburg,"20,168",91,0,17,4,70,,71,,101,6
Kansas,Prairie Village,"22,508",29,0,2,3,24,243,33,182,28,0
Kansas,Pratt,"6,606",18,0,5,1,12,112,27,81,4,0
Kansas,Rose Hill,"3,969",6,0,1,0,5,32,3,27,2,0
Kansas,Russell,"4,455",18,0,0,2,16,61,21,36,4,1
Kansas,Salina,"46,567",213,2,30,27,154,"1,726",212,"1,382",132,9
Kansas,Scott City,"3,799",8,0,0,0,8,14,1,13,0,1
Kansas,Sedgwick,"1,635",4,0,1,0,3,16,1,14,1,0
Kansas,Seneca,"2,058",7,0,0,0,7,28,2,26,0,2
Kansas,Shawnee,"66,300",141,1,7,10,123,,96,,119,7
Kansas,Spearville,795,0,0,0,0,0,0,0,0,0,0
Kansas,Sterling,"2,194",3,0,2,0,1,32,13,18,1,0
Kansas,St. Marys,"2,636",1,0,0,0,1,,,13,2,0
Kansas,Tonganoxie,"5,591",4,0,0,0,4,,,26,4,0
Kansas,Topeka,"125,655",895,13,74,243,565,"6,271",905,"4,404",962,3
Kansas,Troy,969,0,0,0,0,0,4,0,4,0,0
Kansas,Ulysses,"5,709",15,1,0,0,14,36,10,25,1,0
Kansas,Valley Center,"7,376",6,0,4,0,2,38,8,28,2,0
Kansas,Wamego,"4,808",14,0,1,3,10,76,6,61,9,0
Kansas,Waverly,548,0,0,0,0,0,0,0,0,0,0
Kansas,Wellington,"7,698",29,0,2,0,27,218,41,168,9,3
Kansas,Wellsville,"1,795",4,0,0,0,4,22,2,18,2,0
Kansas,Wichita,"390,080","4,451",35,367,461,"3,588","20,759","2,677","15,777","2,305",125
Kansas,Winfield,"12,023",33,1,0,2,30,403,62,309,32,3
Kentucky,Adairville,873,0,0,0,0,0,0,0,0,0,0
Kentucky,Albany,"2,001",0,0,0,0,0,3,0,1,2,0
Kentucky,Alexandria,"9,692",7,2,0,0,5,112,10,95,7,0
Kentucky,Anchorage,"2,443",0,0,0,0,0,10,0,7,3,0
Kentucky,Ashland,"20,222",59,3,11,14,31,740,96,608,36,2
Kentucky,Auburn,"1,376",1,0,0,0,1,10,4,6,0,1
Kentucky,Audubon Park,"1,504",1,0,0,0,1,27,5,20,2,0
Kentucky,Augusta,"1,135",1,0,0,0,1,11,2,8,1,0
Kentucky,Barbourville,"3,090",8,0,0,2,6,67,33,25,9,0
Kentucky,Bardstown,"13,239",15,1,7,2,5,348,62,263,23,5
Kentucky,Bardwell,671,0,0,0,0,0,3,2,1,0,0
Kentucky,Beattyville,"1,194",3,0,1,0,2,3,1,1,1,0
Kentucky,Beaver Dam,"3,600",1,0,0,0,1,51,0,47,4,0
Kentucky,Bellefonte,827,0,0,0,0,0,0,0,0,0,0
Kentucky,Bellevue,"5,749",6,0,1,2,3,78,4,67,7,0
Kentucky,Benton,"4,461",4,0,1,1,2,168,16,148,4,0
Kentucky,Berea,"16,074",19,0,9,1,9,208,36,141,31,0
Kentucky,Bloomfield,"1,063",0,0,0,0,0,1,0,0,1,0
Kentucky,Bowling Green,"69,627",203,4,63,55,81,"3,250",386,"2,610",254,1
Kentucky,Brandenburg,"2,902",3,0,0,2,1,62,6,30,26,0
Kentucky,Brodhead,"1,182",1,0,0,0,1,7,4,2,1,0
Kentucky,Brownsville,835,0,0,0,0,0,0,0,0,0,0
Kentucky,Burgin,981,0,0,0,0,0,3,0,3,0,0
Kentucky,Burkesville,"1,459",0,0,0,0,0,0,0,0,0,0
Kentucky,Burnside,905,1,0,0,1,0,14,2,11,1,0
Kentucky,Cadiz,"2,673",5,0,0,2,3,64,14,47,3,0
Kentucky,Calvert City,"2,492",0,0,0,0,0,43,9,30,4,0
Kentucky,Campbellsville,"11,488",29,0,3,14,12,417,101,286,30,1
Kentucky,Carlisle,"1,954",2,0,1,0,1,5,0,5,0,0
Kentucky,Carrollton,"3,817",3,0,0,0,3,32,5,21,6,0
Kentucky,Catlettsburg,"1,746",2,0,1,0,1,42,5,31,6,0
Kentucky,Cave City,"2,451",3,0,2,0,1,33,9,18,6,0
Kentucky,Centertown,432,0,0,0,0,0,0,0,0,0,0
Kentucky,Central City,"5,726",9,0,4,1,4,88,7,75,6,0
Kentucky,Clarkson,882,0,0,0,0,0,1,0,1,0,0
Kentucky,Clay City,"1,107",0,0,0,0,0,10,2,5,3,0
Kentucky,Clinton,"1,249",2,0,0,1,1,5,2,3,0,0
Kentucky,Coal Run Village,"1,486",0,0,0,0,0,22,4,17,1,0
Kentucky,Cold Spring,"6,509",3,0,0,0,3,90,5,80,5,0
Kentucky,Columbia,"4,645",4,0,2,1,1,26,12,11,3,0
Kentucky,Corbin,"7,255",9,0,0,2,7,133,27,88,18,0
Kentucky,Covington,"40,350",188,2,40,67,79,"1,175",199,809,167,3
Kentucky,Crab Orchard,831,0,0,0,0,0,0,0,0,0,0
Kentucky,Cumberland,"1,936",0,0,0,0,0,10,9,0,1,0
Kentucky,Cynthiana,"6,354",6,0,3,1,2,92,9,77,6,0
Kentucky,Danville,"16,873",26,0,8,6,12,277,62,182,33,1
Kentucky,Dawson Springs,"2,633",2,0,0,0,2,46,15,27,4,1
Kentucky,Dayton,"5,527",5,0,1,2,2,75,19,44,12,0
Kentucky,Dry Ridge,"2,229",0,0,0,0,0,42,4,37,1,0
Kentucky,Eddyville,"2,525",0,0,0,0,0,32,2,29,1,0
Kentucky,Edgewood,"8,749",4,0,1,1,2,60,6,48,6,0
Kentucky,Edmonton,"1,567",0,0,0,0,0,28,20,7,1,0
Kentucky,Elizabethtown,"30,383",49,3,13,15,18,452,140,239,73,3
Kentucky,Elkhorn City,889,0,0,0,0,0,0,0,0,0,0
Kentucky,Elkton,"2,115",1,0,0,0,1,35,7,22,6,0
Kentucky,Elsmere,"8,673",9,0,1,3,5,83,14,58,11,0
Kentucky,Eminence,"2,594",1,1,0,0,0,22,3,14,5,0
Kentucky,Erlanger,"23,116",16,0,5,2,9,155,23,108,24,2
Kentucky,Eubank,331,0,0,0,0,0,0,0,0,0,0
Kentucky,Evarts,808,0,0,0,0,0,2,1,1,0,0
Kentucky,Falmouth,"2,089",4,1,0,1,2,27,4,21,2,0
Kentucky,Ferguson,945,0,0,0,0,0,10,2,6,2,0
Kentucky,Flatwoods,"7,041",1,0,1,0,0,26,7,12,7,0
Kentucky,Fleming-Neon,673,0,0,0,0,0,0,0,0,0,0
Kentucky,Flemingsburg,"2,801",2,0,1,0,1,41,7,32,2,0
Kentucky,Florence,"32,848",55,1,12,29,13,"1,415",141,"1,202",72,1
Kentucky,Fort Mitchell,"8,252",7,0,2,2,3,70,7,54,9,1
Kentucky,Fort Thomas,"16,386",5,0,1,3,1,84,9,65,10,0
Kentucky,Fort Wright,"5,744",4,0,1,2,1,72,7,58,7,0
Kentucky,Frankfort,"27,723",81,3,11,23,44,950,181,698,71,5
Kentucky,Franklin,"9,036",21,0,9,3,9,250,20,212,18,0
Kentucky,Fulton,"2,145",6,0,2,2,2,118,17,100,1,1
Kentucky,Georgetown,"35,106",41,0,14,11,16,999,90,821,88,0
Kentucky,Glasgow,"14,475",26,0,8,4,14,433,64,339,30,4
Kentucky,Graymoor-Devondale,"2,976",1,0,0,0,1,40,5,28,7,1
Kentucky,Grayson,"3,923",5,0,3,0,2,73,15,51,7,0
Kentucky,Greensburg,"2,087",2,0,1,0,1,28,5,20,3,0
Kentucky,Greenup,"1,107",0,0,0,0,0,9,1,4,4,0
Kentucky,Greenville,"4,224",5,0,2,1,2,19,4,10,5,0
Kentucky,Guthrie,"1,398",0,0,0,0,0,6,2,2,2,0
Kentucky,Hardinsburg,"2,346",2,0,0,0,2,28,15,11,2,0
Kentucky,Harlan,"1,507",6,0,0,3,3,47,7,38,2,1
Kentucky,Harrodsburg,"8,509",9,0,2,0,7,115,43,57,15,1
Kentucky,Hartford,"2,749",0,0,0,0,0,16,5,11,0,0
Kentucky,Hawesville,993,0,0,0,0,0,6,2,4,0,0
Kentucky,Hazard,"4,938",14,1,3,1,9,144,20,110,14,3
Kentucky,Henderson,"28,368",65,2,19,9,35,698,112,490,96,4
Kentucky,Heritage Creek,"1,148",0,0,0,0,0,10,0,10,0,0
Kentucky,Hickman,"2,128",0,0,0,0,0,2,2,0,0,0
Kentucky,Highland Heights,"7,114",5,0,3,0,2,65,5,55,5,1
Kentucky,Hillview,"9,235",8,0,2,1,5,112,14,74,24,0
Kentucky,Hodgenville,"3,239",4,0,2,1,1,74,26,44,4,0
Kentucky,Hopkinsville,"30,895",90,3,19,28,40,"1,083",236,783,64,1
Kentucky,Horse Cave,"2,402",1,0,0,1,0,12,1,9,2,0
Kentucky,Hurstbourne Acres,"1,910",0,0,0,0,0,20,2,17,1,0
Kentucky,Hyden,334,0,0,0,0,0,0,0,0,0,0
Kentucky,Independence,"28,541",13,0,5,3,5,125,20,90,15,2
Kentucky,Indian Hills,"2,998",0,0,0,0,0,28,2,25,1,0
Kentucky,Irvine,"2,307",2,0,0,0,2,9,4,5,0,0
Kentucky,Irvington,"1,187",2,0,0,0,2,13,2,4,7,0
Kentucky,Jackson,"1,954",0,0,0,0,0,52,8,40,4,0
Kentucky,Jamestown,"1,787",0,0,0,0,0,34,9,24,1,0
Kentucky,Jeffersontown,"28,015",31,0,7,19,5,596,94,414,88,0
Kentucky,Jenkins,"1,930",0,0,0,0,0,0,0,0,0,0
Kentucky,Junction City,"2,315",0,0,0,0,0,18,7,9,2,0
Kentucky,La Center,970,0,0,0,0,0,0,0,0,0,0
Kentucky,La Grange,"9,080",10,0,1,4,5,157,27,117,13,1
Kentucky,Lakeside Park-Crestview Hills,"6,046",3,0,0,2,1,73,3,68,2,0
Kentucky,Lancaster,"3,862",8,0,0,0,8,82,25,49,8,0
Kentucky,Lawrenceburg,"11,538",4,0,1,0,3,123,35,56,32,1
Kentucky,Lebanon,"5,716",12,0,4,1,7,88,20,58,10,1
Kentucky,Lebanon Junction,"1,973",1,0,0,1,0,1,0,1,0,0
Kentucky,Leitchfield,"6,852",13,0,2,1,10,176,28,132,16,0
Kentucky,Lewisburg,802,0,0,0,0,0,2,1,1,0,0
Kentucky,Lewisport,"1,698",0,0,0,0,0,4,2,2,0,0
Kentucky,Lexington,"326,070",967,26,175,362,404,"9,776","1,537","7,333",906,43
Kentucky,Liberty,"2,113",3,0,0,0,3,8,2,5,1,0
Kentucky,Livingston,218,0,0,0,0,0,1,0,1,0,0
Kentucky,London,"8,050",5,0,0,2,3,375,63,268,44,0
Kentucky,Louisa,"2,365",5,0,0,1,4,11,3,3,5,0
Kentucky,Louisville Metro,"675,501","4,640",94,201,"1,008","3,337","26,287","4,316","18,037","3,934",7
Kentucky,Loyall,606,0,0,0,0,0,3,2,1,0,0
Kentucky,Ludlow,"4,495",9,0,5,2,2,80,17,54,9,0
